name,time,temperature,humidity,wind,battery
sn50v3_reinfeld,2026-05-01 00:02:31.916030699,6.9,85.3,0,3.594
sn50v3_reinfeld,2026-05-01 00:22:31.633092669,6.4,86,0,3.594
sn50v3_reinfeld,2026-05-01 00:42:31.313496168,6.2,87,0,3.594
sn50v3_reinfeld,2026-05-01 01:02:31.017339133,6.1,89.7,0,3.594
sn50v3_reinfeld,2026-05-01 01:22:30.711254318,5.9,91,0,3.594
sn50v3_reinfeld,2026-05-01 01:42:30.41343798,5.7,89.8,0,3.594
sn50v3_reinfeld,2026-05-01 02:02:30.116534557,5.4,91.2,0,3.594
sn50v3_reinfeld,2026-05-01 02:22:29.812821143,5.4,92.1,0,3.594
sn50v3_reinfeld,2026-05-01 02:42:29.491099248,5,92.3,0,3.594
sn50v3_reinfeld,2026-05-01 03:02:29.213422515,4.8,92.2,0,3.594
sn50v3_reinfeld,2026-05-01 03:22:28.914618817,4.7,92.6,0,3.594
sn50v3_reinfeld,2026-05-01 03:42:28.620088652,4.4,93.1,0,3.594
sn50v3_reinfeld,2026-05-01 04:02:28.320354364,4.3,92.6,0,3.594
sn50v3_reinfeld,2026-05-01 04:22:28.013559344,4.4,92.7,0,3.594
sn50v3_reinfeld,2026-05-01 04:42:27.712381071,5,92.1,0,3.594
sn50v3_reinfeld,2026-05-01 05:02:27.390158784,6.4,86.8,0,3.594
sn50v3_reinfeld,2026-05-01 05:22:27.092161334,7.5,84.6,0,3.594
sn50v3_reinfeld,2026-05-01 05:42:26.794070178,8.6,81.7,0,3.594
sn50v3_reinfeld,2026-05-01 06:02:26.476252243,10.5,73.4,0,3.594
sn50v3_reinfeld,2026-05-01 06:22:26.185001862,11.1,67.9,0,3.594
sn50v3_reinfeld,2026-05-01 06:42:25.877949096,14,58.6,0,3.588
sn50v3_reinfeld,2026-05-01 07:02:25.580550986,14.1,55.6,0,3.594
sn50v3_reinfeld,2026-05-01 07:22:25.28499788,17.4,44.9,0,3.588
sn50v3_reinfeld,2026-05-01 07:42:24.95182082,16.3,40.7,0,3.588
sn50v3_reinfeld,2026-05-01 08:02:24.652777887,17,39.2,0,3.588
sn50v3_reinfeld,2026-05-01 08:22:24.343792474,17.9,39.9,0,3.594
sn50v3_reinfeld,2026-05-01 08:42:24.057094879,18.2,37.8,0,3.588
sn50v3_reinfeld,2026-05-01 09:02:23.728176141,18.4,40.7,0,3.594
sn50v3_reinfeld,2026-05-01 09:22:23.435881788,19,40.8,0,3.588
sn50v3_reinfeld,2026-05-01 09:42:23.112896642,19.6,41.7,0,3.588
sn50v3_reinfeld,2026-05-01 10:02:22.796496032,20.3,36.7,0,3.588
sn50v3_reinfeld,2026-05-01 10:22:22.493493123,20.4,36.1,0,3.594
sn50v3_reinfeld,2026-05-01 10:42:22.194909024,21,35.3,0,3.588
sn50v3_reinfeld,2026-05-01 11:02:21.871411196,21.3,32.9,0,3.588
sn50v3_reinfeld,2026-05-01 11:22:21.57466217,24.6,29.6,0,3.588
sn50v3_reinfeld,2026-05-01 11:42:21.261580369,23.9,29.1,0,3.588
sn50v3_reinfeld,2026-05-01 12:02:20.969681381,24.3,27.6,0,3.588
sn50v3_reinfeld,2026-05-01 12:22:20.664886022,22.7,30,0,3.588
sn50v3_reinfeld,2026-05-01 12:42:20.340935633,22.3,30.9,0,3.588
sn50v3_reinfeld,2026-05-01 13:02:20.038789884,22.3,35.4,0,3.588
sn50v3_reinfeld,2026-05-01 13:22:19.717350922,22.3,32.7,0,3.588
sn50v3_reinfeld,2026-05-01 14:02:19.116829616,22.1,32.5,0,3.588
sn50v3_reinfeld,2026-05-01 14:22:18.796796249,22.1,32.7,0,3.588
sn50v3_reinfeld,2026-05-01 14:42:18.496141967,22.1,33.8,0,3.588
sn50v3_reinfeld,2026-05-01 15:02:18.184200367,22,34.9,0,3.588
sn50v3_reinfeld,2026-05-01 15:22:17.875892774,22.1,33.3,0,3.588
sn50v3_reinfeld,2026-05-01 15:42:17.591528317,22.2,33.2,0,3.588
sn50v3_reinfeld,2026-05-01 16:02:17.28629176,22.3,32.8,0,3.588
sn50v3_reinfeld,2026-05-01 16:22:16.954770365,22.3,33.6,0,3.588
sn50v3_reinfeld,2026-05-01 16:42:16.670233457,22.4,33,0,3.588
sn50v3_reinfeld,2026-05-01 17:02:16.339781382,22.7,32.7,0,3.588
sn50v3_reinfeld,2026-05-01 17:22:16.041443619,22,33.3,0,3.588
